Iteration	Posterior	Likelihood	Prior	mu	sigma
2679	-29.4277	-24.2889	-5.13887	15.72	2.14314
2680	-29.511	-23.8298	-5.68119	15.72	2.68545
2681	-29.758	-23.9998	-5.75825	15.8994	2.76252
2682	-29.5336	-23.7753	-5.75825	15.6014	2.76252
2683	-29.6927	-23.9344	-5.75825	15.8268	2.76252
2684	-30.3467	-24.1887	-6.15794	15.8089	3.16221
2685	-30.1511	-23.9932	-6.15794	15.0756	3.16221
2686	-30.4311	-24.2732	-6.15794	14.4206	3.16221
2687	-30.1469	-23.9889	-6.15794	15.1369	3.16221
2688	-30.2914	-24.1335	-6.15794	14.6365	3.16221
2689	-29.4384	-24.312	-5.1264	14.6365	2.13066
2690	-30.7177	-25.969	-4.74865	14.6365	1.75292
2691	-29.7905	-24.1198	-5.67069	14.3306	2.67496
2692	-29.7905	-24.1198	-5.67069	14.3306	2.67496
2693	-29.6817	-24.3509	-5.33078	14.3306	2.33504
2694	-29.5556	-24.2248	-5.33078	14.4164	2.33504
2695	-29.5556	-24.2248	-5.33078	14.4164	2.33504
2696	-29.6591	-24.3283	-5.33078	14.3454	2.33504
2697	-29.8602	-24.5294	-5.33078	14.2224	2.33504
2698	-30.1563	-24.1502	-6.00601	14.4208	3.01028
2699	-30.3713	-24.3653	-6.00601	14.196	3.01028
2700	-30.1737	-24.1677	-6.00601	14.4001	3.01028
2701	-30.1737	-24.1677	-6.00601	14.4001	3.01028
2702	-31.3757	-24.8447	-6.53094	14.1777	3.53521
2703	-30.0011	-24.8598	-5.14131	14.2661	2.14558
2704	-30.0011	-24.8598	-5.14131	14.2661	2.14558
2705	-31.025	-24.6284	-6.39662	14.2661	3.40088
2706	-29.9454	-23.9643	-5.98112	14.6572	2.98539
2707	-29.9928	-23.9853	-6.00748	14.6572	3.01175
2708	-29.8621	-23.8546	-6.00748	15.3532	3.01175
2709	-30.1662	-24.1587	-6.00748	15.9393	3.01175
2710	-30.3509	-24.3434	-6.00748	16.1339	3.01175
2711	-30.3801	-25.3533	-5.02687	16.1339	2.03114
2712	-30.3801	-25.3533	-5.02687	16.1339	2.03114
2713	-30.1421	-25.1152	-5.02687	16.0253	2.03114
2714	-31.4253	-26.3985	-5.02687	16.51	2.03114
2715	-30.5297	-24.8773	-5.65241	16.51	2.65667
2716	-30.3953	-24.7429	-5.65241	16.4369	2.65667
2717	-30.8614	-24.9279	-5.93348	16.5874	2.93775
2718	-29.8418	-24.3033	-5.53847	16.1265	2.54274
2719	-30.0753	-25.1355	-4.93988	15.8514	1.94414
2720	-30.3184	-25.442	-4.87635	15.8514	1.88061
2721	-30.3272	-25.4509	-4.87635	15.8561	1.88061
2722	-29.4957	-24.2543	-5.24138	15.8561	2.24565
2723	-29.4658	-23.782	-5.68381	15.6517	2.68807
2724	-29.8106	-23.8931	-5.91745	15.6517	2.92171
2725	-30.0885	-23.9688	-6.11974	15.3796	3.124
2726	-30.1152	-23.9955	-6.11974	15.4817	3.124
2727	-30.1014	-23.9817	-6.11974	15.4341	3.124
2728	-29.4759	-24.5053	-4.97059	15.4341	1.97485
2729	-29.8558	-24.8852	-4.97059	15.7782	1.97485
2730	-29.3903	-24.4197	-4.97059	15.1799	1.97485
2731	-29.0454	-23.6971	-5.34823	15.3067	2.35249
2732	-29.0839	-23.7357	-5.34823	15.4202	2.35249
2733	-29.0299	-23.7044	-5.32549	15.2368	2.32976
2734	-29.0899	-23.7644	-5.32549	14.9131	2.32976
2735	-30.1787	-24.0232	-6.15549	14.9014	3.15976
2736	-30.2013	-24.0458	-6.15549	14.8285	3.15976
2737	-30.8205	-24.3652	-6.4553	14.9628	3.45957
2738	-30.8736	-24.4183	-6.4553	15.5907	3.45957
2739	-30.8069	-24.3516	-6.4553	15.2888	3.45957
2740	-30.8433	-24.388	-6.4553	15.4917	3.45957
2741	-30.8993	-24.444	-6.4553	14.692	3.45957
2742	-30.8017	-24.3464	-6.4553	15.1905	3.45957
2743	-31.0255	-24.5702	-6.4553	14.4435	3.45957
2744	-31.6039	-25.1486	-6.4553	13.7898	3.45957
2745	-30.9308	-25.6845	-5.24631	13.7898	2.25058
2746	-30.9308	-25.6845	-5.24631	13.7898	2.25058
2747	-30.2632	-25.0168	-5.24631	14.0602	2.25058
2748	-29.9761	-24.2182	-5.75787	14.2497	2.76213
2749	-30.2624	-24.5046	-5.75787	14.0379	2.76213
2750	-30.2624	-24.5046	-5.75787	14.0379	2.76213
2751	-29.7199	-23.9621	-5.75787	14.4926	2.76213
2752	-29.515	-23.7571	-5.75787	14.7835	2.76213
2753	-29.4214	-23.6636	-5.75787	15.0708	2.76213
2754	-29.6615	-23.9036	-5.75787	14.5613	2.76213
2755	-29.74	-23.9822	-5.75787	14.4705	2.76213
2756	-29.9814	-24.2236	-5.75787	14.2453	2.76213
2757	-29.8249	-24.067	-5.75787	14.384	2.76213
2758	-29.6466	-24.0762	-5.57041	14.384	2.57468
2759	-30.4143	-24.2805	-6.13381	14.384	3.13808
2760	-30.1342	-24.0004	-6.13381	14.9016	3.13808
2761	-30.1214	-23.9876	-6.13381	14.9525	3.13808
2762	-30.2283	-24.0945	-6.13381	14.6654	3.13808
2763	-30.1108	-23.977	-6.13381	15.0053	3.13808
2764	-29.3341	-24.3229	-5.01117	15.0053	2.01544
2765	-29.3066	-24.288	-5.01859	15.0376	2.02286
2766	-29.2882	-24.2696	-5.01859	15.2391	2.02286
2767	-29.298	-24.2795	-5.01859	15.2854	2.02286
2768	-29.6414	-24.6228	-5.01859	15.717	2.02286
2769	-29.6414	-24.6228	-5.01859	15.717	2.02286
2770	-29.3116	-24.293	-5.01859	15.0235	2.02286
2771	-29.5197	-24.586	-4.93361	15.0235	1.93788
2772	-29.4379	-24.4694	-4.96851	14.9938	1.97278
2773	-29.0349	-23.7545	-5.28035	15.0863	2.28462
2774	-29.4971	-24.5019	-4.99515	15.5381	1.99941
2775	-30.1274	-25.1322	-4.99515	15.9727	1.99941
2776	-29.9437	-24.2716	-5.67212	16.1407	2.67639
2777	-29.8837	-24.557	-5.32676	16.1407	2.33103
2778	-29.2987	-23.9524	-5.34627	15.7211	2.35054
2779	-29.0546	-23.6689	-5.38564	15.3019	2.3899
2780	-30.7947	-24.3535	-6.4412	14.9294	3.44547
2781	-30.8121	-24.3709	-6.4412	14.8564	3.44547
2782	-30.9869	-24.5457	-6.4412	14.4566	3.44547
2783	-29.6786	-23.9838	-5.69481	14.4566	2.69908
2784	-29.8335	-24.1387	-5.69481	14.3138	2.69908
2785	-29.4161	-23.7213	-5.69481	14.8089	2.69908
2786	-31.414	-24.7199	-6.69412	14.8089	3.69839
2787	-31.3989	-24.7048	-6.69412	14.8702	3.69839
2788	-35.5869	-27.2058	-8.38108	14.6556	5.38535
2789	-31.1372	-24.6806	-6.45651	14.2828	3.46078
2790	-29.8759	-24.0303	-5.84557	14.4519	2.84984
2791	-30.2121	-24.4883	-5.72384	14.0522	2.72811
2792	-30.2611	-24.5372	-5.72384	14.0203	2.72811
2793	-30.2154	-24.2631	-5.95235	14.265	2.95662
2794	-30.3479	-25.1598	-5.18815	14.0645	2.19242
2795	-30.1563	-24.4826	-5.67362	14.0645	2.67789
2796	-30.3249	-24.4694	-5.85547	14.0645	2.85974
2797	-30.2577	-24.4022	-5.85547	14.1151	2.85974
2798	-29.7622	-23.9067	-5.85547	14.6151	2.85974
2799	-29.1002	-23.6163	-5.48392	15.1067	2.48819
2800	-29.2759	-24.2314	-5.0445	15.3616	2.04877
2801	-29.2382	-24.1937	-5.0445	15.2298	2.04877
2802	-29.4236	-24.4256	-4.99796	14.8966	2.00223
2803	-29.0412	-23.8089	-5.23228	15.142	2.23655
2804	-29.0412	-23.8089	-5.23228	15.142	2.23655
2805	-29.2624	-24.0302	-5.23228	14.7039	2.23655
2806	-29.5699	-24.3376	-5.23228	14.4475	2.23655
2807	-31.708	-24.9493	-6.75872	14.4475	3.76299
2808	-30.6616	-24.3309	-6.33069	14.6126	3.33496
2809	-32.728	-25.5162	-7.2118	14.6126	4.21607
2810	-29.4208	-23.8119	-5.60895	14.6466	2.61321
2811	-29.793	-24.8543	-4.93875	14.685	1.94302
2812	-29.3282	-24.1549	-5.17333	14.685	2.17759
2813	-29.3282	-24.1549	-5.17333	14.685	2.17759
2814	-31.3832	-26.741	-4.6422	14.685	1.64647
2815	-31.4079	-26.7657	-4.6422	14.6715	1.64647
2816	-29.4234	-23.7477	-5.67571	14.7516	2.67998
2817	-29.8156	-24.1399	-5.67571	14.3135	2.67998
2818	-29.868	-24.7012	-5.16683	14.3135	2.1711
2819	-30.3977	-24.3061	-6.09151	14.3135	3.09577
2820	-29.8652	-24.1399	-5.72528	14.3135	2.72955
2821	-29.7133	-24.1833	-5.53004	14.3135	2.53431
2822	-29.7133	-24.1833	-5.53004	14.3135	2.53431
2823	-31.8698	-25.0514	-6.81842	14.4037	3.82268
2824	-29.6367	-24.0832	-5.55345	14.3833	2.55771
2825	-29.371	-23.8175	-5.55345	14.6463	2.55771
2826	-29.9247	-24.3713	-5.55345	14.1733	2.55771
2827	-29.9306	-24.5694	-5.36122	14.1733	2.36549
2828	-30.2109	-25.078	-5.13295	14.1733	2.13722
2829	-30.3588	-24.3823	-5.97655	14.1667	2.98082
2830	-29.9452	-24.5895	-5.35572	14.1667	2.35999
2831	-29.5462	-24.1905	-5.35572	14.4184	2.35999
2832	-29.363	-23.818	-5.54508	14.6478	2.54935
2833	-29.1997	-23.6546	-5.54508	15.4329	2.54935
2834	-29.1632	-23.6181	-5.54508	15.0385	2.54935
2835	-29.1979	-24.1314	-5.06658	15.1815	2.07085
2836	-29.4597	-24.3931	-5.06658	15.6494	2.07085
2837	-31.0901	-26.0235	-5.06658	16.4495	2.07085
2838	-30.9946	-25.928	-5.06658	16.4169	2.07085
2839	-30.0633	-24.9967	-5.06658	16.0371	2.07085
2840	-29.7251	-24.426	-5.29916	16.0371	2.30343
2841	-30.1515	-24.8523	-5.29916	16.2686	2.30343
2842	-30.0665	-24.7673	-5.29916	16.2265	2.30343
2843	-30.0919	-25.0276	-5.06432	16.0485	2.06859
2844	-29.971	-24.8404	-5.13059	16.0596	2.13485
2845	-29.971	-24.8404	-5.13059	16.0596	2.13485
2846	-34.6527	-30.0545	-4.59824	16.4881	1.6025
2847	-32.3125	-27.468	-4.84453	16.4881	1.8488
2848	-31.2689	-26.4244	-4.84453	16.1802	1.8488
2849	-29.8817	-25.0372	-4.84453	15.4222	1.8488
2850	-29.8665	-25.0356	-4.83092	15.2863	1.83518
2851	-29.8665	-25.0356	-4.83092	15.2863	1.83518
2852	-29.3888	-24.4112	-4.9776	15.2863	1.98186
2853	-29.7692	-24.7916	-4.9776	15.7333	1.98186
2854	-29.7549	-23.9029	-5.85199	15.7333	2.85626
2855	-31.6057	-24.8575	-6.74817	15.7333	3.75243
2856	-29.5835	-23.8517	-5.73176	15.7333	2.73603
2857	-29.3115	-23.9734	-5.33806	15.7333	2.34232
2858	-29.3115	-23.9734	-5.33806	15.7333	2.34232
2859	-29.5279	-23.841	-5.68695	15.7333	2.69122
2860	-29.5279	-23.841	-5.68695	15.7333	2.69122
2861	-29.6317	-23.8056	-5.82613	15.5961	2.8304
2862	-29.1731	-23.8342	-5.33885	15.5745	2.34312
2863	-29.4262	-23.8302	-5.596	15.727	2.60027
2864	-30.2175	-24.038	-6.17946	15.4066	3.18372
2865	-30.4653	-24.17	-6.29533	15.4066	3.2996
2866	-29.2063	-23.6439	-5.56244	15.4066	2.56671
2867	-29.2019	-23.6394	-5.56244	14.9577	2.56671
2868	-29.4328	-23.6835	-5.74932	14.9577	2.75359
2869	-29.1223	-23.6564	-5.46597	14.9577	2.47024
2870	-29.0834	-23.6175	-5.46597	15.1734	2.47024
2871	-29.5469	-24.6327	-4.91417	15.1734	1.91843
2872	-29.6907	-24.7765	-4.91417	14.8502	1.91843
2873	-29.4591	-23.7183	-5.7408	14.8502	2.74507
2874	-29.5517	-23.8109	-5.7408	14.6803	2.74507
2875	-29.4691	-23.7283	-5.7408	14.8279	2.74507
2876	-29.1566	-23.9154	-5.24122	14.8279	2.24548
2877	-29.5294	-24.2882	-5.24122	14.4707	2.24548
2878	-29.5294	-24.2882	-5.24122	14.4707	2.24548
2879	-29.3959	-24.1547	-5.24122	14.5737	2.24548
2880	-29.0536	-23.8124	-5.24122	15.0449	2.24548
2881	-29.2478	-24.0066	-5.24122	14.7142	2.24548
2882	-29.1553	-23.9141	-5.24122	14.8297	2.24548
2883	-29.1462	-23.7575	-5.38879	14.8297	2.39306
2884	-29.1619	-23.7322	-5.42964	14.8297	2.43391
2885	-29.1619	-23.7322	-5.42964	14.8297	2.43391
2886	-29.633	-23.7838	-5.84915	14.8297	2.85342
2887	-29.4637	-24.4605	-5.00316	14.8297	2.00743
2888	-29.6794	-23.8021	-5.87733	14.8297	2.8816
2889	-29.6094	-23.732	-5.87733	15.2327	2.8816
2890	-30.1327	-23.982	-6.15071	15.2327	3.15498
2891	-30.213	-24.0868	-6.12625	15.6851	3.13052
2892	-30.0926	-23.9663	-6.12625	15.329	3.13052
2893	-30.133	-24.0068	-6.12625	14.8549	3.13052
2894	-30.0822	-23.9559	-6.12625	15.1197	3.13052
2895	-29.5545	-23.7095	-5.84499	15.1197	2.84926
2896	-29.7073	-23.8623	-5.84499	14.6744	2.84926
2897	-29.5807	-23.7357	-5.84499	14.9618	2.84926
2898	-29.5684	-23.7225	-5.84594	15.0231	2.85021
2899	-29.245	-23.6256	-5.61946	15.0231	2.62373
2900	-29.245	-23.6256	-5.61946	15.0231	2.62373
2901	-29.4678	-23.8483	-5.61946	14.6012	2.62373
2902	-30.8003	-24.4033	-6.39693	14.6226	3.4012
2903	-30.8003	-24.4033	-6.39693	14.6226	3.4012
2904	-29.3507	-24.1701	-5.18061	14.657	2.18488
2905	-29.2616	-24.081	-5.18061	14.7467	2.18488
2906	-30.1383	-24.0302	-6.10802	14.7467	3.11229
2907	-30.148	-24.04	-6.10802	14.7252	3.11229
2908	-29.9667	-24.141	-5.82567	14.3303	2.82994
2909	-29.8765	-24.4782	-5.39829	14.1962	2.40256
2910	-29.8694	-24.4042	-5.46517	14.1962	2.46944
2911	-30.5727	-24.4449	-6.12784	14.1962	3.1321
2912	-29.9045	-24.5702	-5.33427	14.1962	2.33854
2913	-29.9045	-24.5702	-5.33427	14.1962	2.33854
2914	-29.0609	-23.7266	-5.33427	14.9845	2.33854
2915	-29.5457	-23.895	-5.65061	14.5477	2.65488
2916	-29.3935	-23.7429	-5.65061	14.7515	2.65488
2917	-29.606	-23.9554	-5.65061	14.4833	2.65488
2918	-29.805	-24.1544	-5.65061	14.3039	2.65488
2919	-29.805	-24.1544	-5.65061	14.3039	2.65488
2920	-29.8788	-24.29	-5.58881	14.2156	2.59308
2921	-29.8443	-24.3418	-5.50256	14.2156	2.50683
2922	-29.8654	-24.3629	-5.50256	14.2019	2.50683
2923	-29.9485	-24.446	-5.50256	14.1496	2.50683
2924	-30.6505	-25.1479	-5.50256	13.7846	2.50683
2925	-30.644	-25.1236	-5.52032	13.7846	2.52459
2926	-29.9911	-24.4708	-5.52032	14.1255	2.52459
2927	-29.9872	-24.4976	-5.48964	14.1255	2.4939
2928	-29.5783	-24.1891	-5.38916	14.3917	2.39343
2929	-29.9584	-24.4711	-5.48723	14.1426	2.49149
2930	-29.9584	-24.4711	-5.48723	14.1426	2.49149
2931	-31.7609	-25.2886	-6.47227	13.6842	3.47654
2932	-31.9802	-25.5079	-6.47227	13.516	3.47654
2933	-30.7224	-24.9642	-5.75822	13.7629	2.76249
2934	-30.5413	-24.7831	-5.75822	13.8643	2.76249
2935	-31.0062	-24.848	-6.15814	13.8643	3.1624
2936	-30.2916	-24.1335	-6.15814	14.6369	3.1624
2937	-30.2316	-24.0735	-6.15814	14.763	3.1624
2938	-30.1478	-23.9897	-6.15814	15.2272	3.1624
2939	-30.1593	-24.0011	-6.15814	15.3354	3.1624
2940	-29.2904	-24.2596	-5.03081	15.3354	2.03508
2941	-29.396	-24.3651	-5.03081	14.8395	2.03508
2942	-29.153	-23.7304	-5.42254	14.8395	2.42681
2943	-29.1995	-23.7769	-5.42254	14.7661	2.42681
2944	-29.315	-23.8924	-5.42254	14.6245	2.42681
2945	-29.3211	-23.8985	-5.42254	14.618	2.42681
2946	-31.0915	-24.5128	-6.57879	15.109	3.58306
2947	-31.1769	-24.5981	-6.57879	15.6485	3.58306
2948	-31.1405	-24.5617	-6.57879	15.5364	3.58306
2949	-31.1204	-24.5417	-6.57879	15.456	3.58306
2950	-29.7718	-24.8921	-4.87964	15.456	1.88391
2951	-29.9251	-25.0455	-4.87964	15.6086	1.88391
2952	-29.3589	-24.2371	-5.12185	15.6371	2.12612
2953	-29.5439	-24.4221	-5.12185	15.7922	2.12612
2954	-29.8676	-23.9705	-5.89704	15.7922	2.90131
2955	-30.0482	-24.1512	-5.89704	16.0029	2.90131
2956	-29.6921	-23.7951	-5.89704	15.4669	2.90131
2957	-29.6651	-23.7681	-5.89704	14.977	2.90131
2958	-29.8887	-23.9917	-5.89704	14.5307	2.90131
2959	-29.6797	-24.5794	-5.10033	14.4903	2.1046
2960	-29.6522	-24.0336	-5.61862	14.4109	2.62289
2961	-29.3948	-23.7761	-5.61862	14.6954	2.62289
2962	-29.7429	-23.8676	-5.87525	14.6954	2.87952
2963	-29.8256	-23.9503	-5.87525	14.5692	2.87952
2964	-30.4597	-25.6422	-4.81752	14.5692	1.82179
2965	-29.9454	-25.1279	-4.81752	15.3379	1.82179
2966	-30.0909	-25.2734	-4.81752	15.5262	1.82179
2967	-29.9192	-25.1016	-4.81752	15.0811	1.82179
2968	-29.9192	-25.1016	-4.81752	15.0811	1.82179
2969	-29.9138	-25.0963	-4.81752	15.249	1.82179
2970	-29.5354	-23.7028	-5.83266	15.249	2.83693
2971	-29.0314	-23.742	-5.28935	15.249	2.29362
2972	-29.0939	-23.8046	-5.28935	15.4425	2.29362
2973	-29.8503	-23.8607	-5.98955	15.4425	2.99382
2974	-29.3262	-23.6446	-5.6816	15.3461	2.68587
2975	-29.6813	-24.7958	-4.88549	15.3461	1.88976
2976	-29.6813	-24.7958	-4.88549	15.3461	1.88976
2977	-29.7631	-24.8776	-4.88549	15.4714	1.88976
2978	-29.0615	-23.8559	-5.20563	15.2674	2.2099
2979	-29.4575	-24.2518	-5.20563	14.547	2.2099
2980	-29.4575	-24.2518	-5.20563	14.547	2.2099
2981	-29.4575	-24.2518	-5.20563	14.547	2.2099
2982	-29.9418	-24.2498	-5.69205	14.2248	2.69632
2983	-30.2771	-24.452	-5.82519	14.0744	2.82945
2984	-30.68	-25.326	-5.35394	13.8214	2.35821
2985	-31.0334	-24.8954	-6.13797	13.8214	3.14224
2986	-33.1182	-28.3569	-4.76131	13.8214	1.76558
2987	-32.8369	-28.0756	-4.76131	13.8877	1.76558
2988	-31.0581	-25.9694	-5.08876	13.8877	2.09303
2989	-30.4148	-25.3261	-5.08876	14.1292	2.09303
2990	-30.0274	-24.4011	-5.62626	14.1292	2.63053
2991	-30.0274	-24.4011	-5.62626	14.1292	2.63053
2992	-30.6756	-25.0493	-5.62626	13.7642	2.63053
2993	-30.0456	-24.4193	-5.62626	14.1172	2.63053
2994	-30.0077	-24.5836	-5.42408	14.1172	2.42835
2995	-29.7056	-24.2815	-5.42408	14.3016	2.42835
2996	-29.2177	-23.7937	-5.42408	14.7414	2.42835
2997	-29.2693	-23.7552	-5.51415	14.7414	2.51842
2998	-29.1803	-23.6661	-5.51415	14.9007	2.51842
2999	-29.1316	-23.6174	-5.51415	15.0583	2.51842
3000	-29.1654	-23.6513	-5.51415	14.9375	2.51842
3001	-30.0892	-25.3046	-4.78458	15.0349	1.78885
3002	-31.6511	-27.0046	-4.6465	14.5386	1.65076
3003	-30.1327	-25.2278	-4.90489	14.5386	1.90915
3004	-30.1327	-25.2278	-4.90489	14.5386	1.90915
3005	-31.2592	-26.3544	-4.90489	14.0679	1.90915
3006	-30.8084	-25.9035	-4.90489	14.2278	1.90915
3007	-30.8084	-25.9035	-4.90489	14.2278	1.90915
3008	-30.3134	-24.8316	-5.48183	13.9482	2.4861
3009	-29.73	-24.0053	-5.7247	14.4389	2.72897
3010	-29.449	-23.7243	-5.7247	14.823	2.72897
3011	-29.4278	-23.7031	-5.7247	14.8711	2.72897
3012	-29.4126	-23.699	-5.71358	14.8711	2.71784
3013	-29.6591	-23.9456	-5.71358	14.4996	2.71784
3014	-29.6285	-24.5065	-5.12202	14.4996	2.12629
3015	-29.3009	-24.1789	-5.12202	14.7747	2.12629
3016	-29.1322	-24.0101	-5.12202	15.0854	2.12629
3017	-29.2303	-24.1083	-5.12202	14.8643	2.12629
3018	-29.142	-24.02	-5.12202	15.0449	2.12629
3019	-29.1277	-24.0056	-5.12202	15.2393	2.12629
3020	-29.2532	-23.6166	-5.63661	15.2552	2.64088
3021	-29.0334	-23.7534	-5.27994	15.2552	2.28421
3022	-29.19	-23.91	-5.27994	14.7636	2.28421
3023	-29.3535	-23.858	-5.49549	14.6187	2.49976
3024	-29.1295	-23.634	-5.49549	15.0018	2.49976
3025	-31.139	-24.5443	-6.59464	15.0018	3.59891
3026	-31.8554	-24.96	-6.89543	15.1231	3.89969
3027	-29.3661	-23.656	-5.7101	14.9989	2.71436
3028	-29.0557	-23.6615	-5.39418	15.2921	2.39844
3029	-29.7001	-24.3059	-5.39418	16.0445	2.39844
3030	-29.7001	-24.3059	-5.39418	16.0445	2.39844
3031	-30.7182	-24.3548	-6.36342	15.7099	3.36769
3032	-29.8311	-23.9336	-5.89758	15.739	2.90185
3033	-30.1114	-24.2138	-5.89758	16.0641	2.90185
3034	-30.7511	-24.5875	-6.16355	16.2668	3.16782
3035	-30.0776	-24.6807	-5.39695	16.2668	2.40122
3036	-29.758	-24.4882	-5.26975	16.0439	2.27402
3037	-29.6271	-24.3573	-5.26975	15.9621	2.27402
3038	-30.5094	-25.6245	-4.88487	15.9621	1.88914
3039	-30.5094	-25.6245	-4.88487	15.9621	1.88914
3040	-30.1965	-25.3116	-4.88487	15.8043	1.88914
3041	-29.8742	-24.8959	-4.97834	15.8043	1.9826
3042	-29.7767	-24.365	-5.41172	16.0956	2.41599
3043	-30.7569	-24.6587	-6.0982	16.3639	3.10247
3044	-31.8878	-25.1905	-6.69734	16.3639	3.70161
3045	-36.7453	-27.8938	-8.85143	15.8783	5.8557
3046	-31.2805	-24.7024	-6.57806	15.8783	3.58233
3047	-29.5325	-23.7218	-5.8107	15.4147	2.81497
3048	-29.5325	-23.7218	-5.8107	15.4147	2.81497
3049	-29.5452	-23.7345	-5.8107	15.4538	2.81497
3050	-30.4452	-25.7146	-4.73066	15.4194	1.73492
3051	-29.5131	-24.3458	-5.16727	15.8152	2.17153
3052	-29.5131	-24.3458	-5.16727	15.8152	2.17153
3053	-29.4301	-23.9396	-5.49055	15.8152	2.49481
3054	-29.4301	-23.9396	-5.49055	15.8152	2.49481
3055	-29.4301	-23.9396	-5.49055	15.8152	2.49481
3056	-29.4778	-23.9872	-5.49055	15.86	2.49481
3057	-29.4558	-24.0284	-5.42738	15.86	2.43165
3058	-29.4211	-23.9937	-5.42738	15.8293	2.43165
3059	-29.1694	-23.9467	-5.22276	15.5281	2.22702
3060	-31.168	-26.5257	-4.64226	15.5281	1.64653
3061	-29.5147	-24.4685	-5.04624	15.6635	2.05051
3062	-29.5147	-24.4685	-5.04624	15.6635	2.05051
3063	-29.2756	-24.2294	-5.04624	15.368	2.05051
3064	-29.2659	-24.2197	-5.04624	15.0058	2.05051
3065	-29.2659	-24.2197	-5.04624	15.0058	2.05051
3066	-29.9407	-24.8945	-5.04624	14.4034	2.05051
3067	-30.0443	-25.0373	-5.00694	14.4034	2.01121
3068	-30.1564	-24.9493	-5.2071	14.1363	2.21136
3069	-30.1564	-24.9493	-5.2071	14.1363	2.21136
3070	-29.7761	-24.569	-5.2071	14.3341	2.21136
3071	-29.3546	-24.1475	-5.2071	14.6316	2.21136
3072	-30.3506	-24.1645	-6.18615	14.6316	3.19042
3073	-29.933	-23.9716	-5.96133	14.6204	2.9656
3074	-29.836	-23.8747	-5.96133	14.8046	2.9656
3075	-29.4546	-24.2893	-5.16526	14.5825	2.16953
3076	-29.6547	-24.4895	-5.16526	14.4406	2.16953
3077	-29.6547	-24.4895	-5.16526	14.4406	2.16953
3078	-29.8411	-24.6759	-5.16526	14.3296	2.16953
3079	-29.8688	-24.7035	-5.16526	14.3144	2.16953
3080	-29.2101	-24.0448	-5.16526	14.8269	2.16953
3081	-29.2101	-24.0448	-5.16526	14.8269	2.16953
3082	-29.5849	-23.7222	-5.86273	15.1115	2.867
3083	-29.176	-23.6598	-5.51621	14.9149	2.52048
3084	-29.3645	-23.8483	-5.51621	14.621	2.52048
3085	-29.2194	-23.7032	-5.51621	14.8248	2.52048
3086	-29.6435	-24.1273	-5.51621	14.362	2.52048
3087	-29.8356	-24.3194	-5.51621	14.2237	2.52048
3088	-29.8356	-24.3194	-5.51621	14.2237	2.52048
3089	-29.198	-23.6818	-5.51621	14.8658	2.52048
3090	-29.4401	-23.9239	-5.51621	14.5403	2.52048
3091	-29.7824	-24.2662	-5.51621	14.2599	2.52048
3092	-30.0928	-24.2298	-5.86299	14.2599	2.86726
3093	-29.6016	-24.251	-5.35062	14.3796	2.35488
3094	-30.0315	-24.1255	-5.90598	14.3796	2.91025
3095	-29.462	-24.1049	-5.3571	14.483	2.36137
3096	-29.462	-24.1049	-5.3571	14.483	2.36137
3097	-30.2979	-24.9408	-5.3571	13.9873	2.36137
3098	-30.0678	-24.7107	-5.3571	14.1007	2.36137
3099	-31.2472	-24.8102	-6.43692	14.1007	3.44119
3100	-31.2472	-24.8102	-6.43692	14.1007	3.44119
3101	-30.1371	-24.1057	-6.03137	14.5018	3.03564
3102	-35.4554	-27.142	-8.31339	14.5018	5.31766
3103	-35.4116	-27.0983	-8.31339	14.7212	5.31766
3104	-35.5297	-27.2164	-8.31339	14.2405	5.31766
3105	-34.1195	-26.3423	-7.77717	14.6172	4.78144
3106	-34.0567	-26.2796	-7.77717	15.3337	4.78144
3107	-34.0556	-26.2784	-7.77717	15.3157	4.78144
3108	-30.9712	-24.4433	-6.5279	15.1249	3.53217
3109	-30.9771	-24.4492	-6.5279	15.0444	3.53217
3110	-31.0254	-24.4975	-6.5279	14.8045	3.53217
3111	-29.1562	-23.7932	-5.36304	14.8045	2.36731
3112	-29.3236	-24.2357	-5.08791	14.8045	2.09217
3113	-29.3236	-24.2357	-5.08791	14.8045	2.09217
3114	-29.1667	-24.0788	-5.08791	15.1562	2.09217
3115	-29.0965	-23.9485	-5.14805	15.1562	2.15232
3116	-29.3391	-24.1911	-5.14805	14.7011	2.15232
3117	-29.1046	-23.9565	-5.14805	15.0871	2.15232
3118	-29.1436	-23.9956	-5.14805	14.9658	2.15232
3119	-29.1116	-23.9636	-5.14805	15.2954	2.15232
3120	-29.4343	-24.2863	-5.14805	14.6159	2.15232
3121	-29.6758	-24.5277	-5.14805	14.4428	2.15232
3122	-30.1109	-25.1502	-4.96063	14.4428	1.9649
3123	-30.1109	-25.1502	-4.96063	14.4428	1.9649
3124	-30.1109	-25.1502	-4.96063	14.4428	1.9649
3125	-29.6922	-23.9976	-5.69464	14.4428	2.69891
3126	-29.8216	-24.021	-5.80065	14.4428	2.80492
3127	-29.5157	-23.715	-5.80065	14.9398	2.80492
3128	-29.5539	-23.7879	-5.76599	14.7335	2.77026
3129	-29.712	-23.946	-5.76599	14.5136	2.77026
3130	-29.5705	-24.2119	-5.35867	14.4003	2.36294
3131	-29.3256	-23.9669	-5.35867	14.6033	2.36294
3132	-29.5043	-24.0212	-5.48313	14.4646	2.4874
3133	-29.5043	-24.0212	-5.48313	14.4646	2.4874
